Date,Customer_ID,Product,Category,Quantity,Price,Sales,Gender,Age,Year,Month_Name,Region,Age_Group,Customer_Type,Payment_Method,Sales_Channel,Cost_Price,Profit
06-11-2023,1019,Shoes,Fashion,1,3300,3300,Female,21,2023,November,West,18-25,New,Credit Card,Offline,2471.7,828.3
06-11-2023,1064,Clothes,Fashion,2,30038,60076,Female,18,2023,November,East,18-25,New,Cash,Offline,19234.3,21607.4
07-11-2023,1007,Watch,Accessories,1,30619,30619,Male,32,2023,November,South,26-35,New,Debit Card,Offline,21051.55,9567.45
08-11-2023,1015,Clothes,Fashion,2,8833,17666,Female,57,2023,November,South,46-60,Returning,UPI,Offline,6495.96,4674.09
09-11-2023,1013,Watch,Accessories,2,5910,11820,Female,29,2023,November,East,26-35,Returning,UPI,Offline,4361.74,3096.51
09-11-2023,1075,Bag,Accessories,1,18339,18339,Male,39,2023,November,East,36-45,Returning,Credit Card,Online,13857.5,4481.5
10-11-2023,1086,Bag,Accessories,5,31019,155095,Male,39,2023,November,South,36-45,New,Credit Card,Offline,20018.23,55003.87
11-11-2023,1014,Mobile,Electronics,2,6308,12616,Female,64,2023,November,East,60+,New,Cash,Offline,3931.32,4753.36
11-11-2023,1091,Bag,Accessories,1,7296,7296,Male,34,2023,November,East,26-35,New,UPI,Offline,4977.29,2318.71
12-11-2023,1097,Mobile,Electronics,2,21680,43360,Female,46,2023,November,West,46-60,New,UPI,Offline,16978.56,9402.87
13-11-2023,1065,Bag,Accessories,3,43556,130668,Male,63,2023,November,North,60+,Returning,UPI,Online,29687.14,41606.58
14-11-2023,1031,Laptop,Electronics,5,18209,91045,Female,31,2023,November,South,26-35,New,Cash,Offline,12837.88,26855.62
14-11-2023,1086,Bag,Accessories,4,18043,72172,Male,37,2023,November,West,36-45,Returning,Debit Card,Online,11815.74,24909.04
15-11-2023,1062,Clothes,Fashion,2,37918,75836,Female,50,2023,November,North,46-60,Returning,Debit Card,Online,27363.04,21109.92
16-11-2023,1085,Headphones,Electronics,3,29575,88725,Female,60,2023,November,East,46-60,New,UPI,Offline,18180.19,34184.43
17-11-2023,1050,Clothes,Fashion,4,38255,153020,Female,32,2023,November,East,26-35,Returning,Credit Card,Online,25334.71,51681.15
17-11-2023,1024,Headphones,Electronics,4,48468,193872,Male,29,2023,November,West,26-35,New,Debit Card,Online,36342.57,48501.72
18-11-2023,1057,Shoes,Fashion,2,37965,75930,Male,57,2023,November,East,46-60,New,Debit Card,Online,25965.54,23998.91
19-11-2023,1062,Clothes,Fashion,1,31002,31002,Female,37,2023,November,Central,36-45,New,UPI,Online,21787.59,9214.41
19-11-2023,1061,Shoes,Fashion,2,17224,34448,Female,47,2023,November,West,46-60,New,Credit Card,Online,11538.48,11371.05
20-11-2023,1021,Mobile,Electronics,3,4328,12984,Male,55,2023,November,North,46-60,Returning,Credit Card,Offline,2655.96,5016.13
21-11-2023,1057,Mobile,Electronics,4,17587,70348,Male,20,2023,November,West,18-25,Returning,Debit Card,Offline,12720.55,19465.82
22-11-2023,1057,Laptop,Electronics,2,13105,26210,Male,45,2023,November,South,36-45,New,UPI,Online,9100.2,8009.61
22-11-2023,1085,Bag,Accessories,1,31837,31837,Male,43,2023,November,West,36-45,Returning,Debit Card,Offline,22683.8,9153.2
23-11-2023,1048,Clothes,Fashion,2,5982,11964,Male,47,2023,November,East,46-60,Returning,Debit Card,Online,4468.15,3027.7
24-11-2023,1051,Shoes,Fashion,5,27505,137525,Male,30,2023,November,East,26-35,Returning,Debit Card,Online,17205.64,51496.79
25-11-2023,1041,Headphones,Electronics,1,23260,23260,Female,30,2023,November,Central,26-35,Returning,UPI,Online,16344.17,6915.83
25-11-2023,1069,Mobile,Electronics,3,5963,17889,Male,19,2023,November,Central,18-25,New,Debit Card,Online,4574.15,4166.56
26-11-2023,1014,Bag,Accessories,4,47128,188512,Female,54,2023,November,Central,46-60,New,Cash,Offline,32788.4,57358.39
27-11-2023,1053,Mobile,Electronics,2,5412,10824,Male,55,2023,November,North,46-60,New,UPI,Online,3722.26,3379.48
28-11-2023,1059,Headphones,Electronics,1,5148,5148,Male,19,2023,November,Central,18-25,Returning,UPI,Online,3910.36,1237.64
28-11-2023,1096,Bag,Accessories,5,34123,170615,Female,53,2023,November,North,46-60,Returning,UPI,Online,20819.87,66515.65
29-11-2023,1007,Bag,Accessories,1,36134,36134,Female,43,2023,November,Central,36-45,Returning,Debit Card,Offline,23094.84,13039.16
30-11-2023,1052,Shoes,Fashion,5,45102,225510,Male,28,2023,November,North,26-35,Returning,Cash,Offline,27560.44,87707.81
30-11-2023,1059,Shoes,Fashion,3,49562,148686,Female,25,2023,November,West,18-25,New,UPI,Offline,38016.49,34636.53
01-12-2023,1004,Clothes,Fashion,4,49834,199336,Female,61,2023,December,West,60+,New,Debit Card,Offline,30015.15,79275.4
02-12-2023,1067,Clothes,Fashion,3,3612,10836,Female,57,2023,December,East,46-60,Returning,Credit Card,Offline,2285.29,3980.14
03-12-2023,1005,Watch,Accessories,2,22554,45108,Female,60,2023,December,North,46-60,Returning,Credit Card,Offline,17211,10686.01
03-12-2023,1095,Watch,Accessories,1,4992,4992,Male,39,2023,December,South,36-45,New,UPI,Offline,3910.35,1081.65
04-12-2023,1093,Laptop,Electronics,5,22707,113535,Female,37,2023,December,East,36-45,New,Cash,Offline,15778.08,34644.61
05-12-2023,1046,Mobile,Electronics,5,15614,78070,Male,25,2023,December,West,18-25,New,Credit Card,Offline,10357.98,26280.1
06-12-2023,1098,Clothes,Fashion,1,34785,34785,Male,46,2023,December,North,46-60,Returning,Cash,Online,21740.08,13044.92
06-12-2023,1054,Shoes,Fashion,1,16518,16518,Male,57,2023,December,Central,46-60,Returning,Cash,Offline,12424.25,4093.75
07-12-2023,1039,Headphones,Electronics,2,21886,43772,Male,43,2023,December,South,36-45,New,Credit Card,Offline,15296.71,13178.59
08-12-2023,1051,Shoes,Fashion,3,18240,54720,Female,47,2023,December,West,46-60,New,Cash,Offline,14381.15,11576.55
08-12-2023,1015,Mobile,Electronics,5,44699,223495,Female,34,2023,December,East,26-35,New,Debit Card,Online,28164.67,82671.65
09-12-2023,1012,Watch,Accessories,2,8710,17420,Male,37,2023,December,North,36-45,New,Cash,Offline,6760.19,3899.63
10-12-2023,1029,Shoes,Fashion,3,44863,134589,Male,33,2023,December,South,26-35,New,Cash,Online,28467.56,49186.32
11-12-2023,1018,Laptop,Electronics,2,46139,92278,Male,63,2023,December,North,60+,Returning,Credit Card,Online,36718.16,18841.67
11-12-2023,1016,Mobile,Electronics,5,13243,66215,Male,60,2023,December,Central,46-60,Returning,Credit Card,Online,9900.57,16712.13
12-12-2023,1062,Watch,Accessories,1,42592,42592,Female,24,2023,December,East,18-25,Returning,Credit Card,Online,27729.54,14862.46
13-12-2023,1018,Headphones,Electronics,1,44799,44799,Male,33,2023,December,North,26-35,New,Credit Card,Offline,33070.97,11728.03
14-12-2023,1091,Watch,Accessories,3,7088,21264,Female,62,2023,December,West,60+,Returning,Debit Card,Online,4978.74,6327.77
14-12-2023,1057,Bag,Accessories,4,3811,15244,Male,64,2023,December,East,60+,Returning,Debit Card,Offline,2983.3,3310.81
15-12-2023,1054,Laptop,Electronics,3,22932,68796,Male,44,2023,December,West,36-45,New,Debit Card,Online,13994.27,26813.18
16-12-2023,1089,Mobile,Electronics,4,34255,137020,Male,40,2023,December,North,36-45,New,Debit Card,Offline,21379.28,51502.88
17-12-2023,1089,Headphones,Electronics,2,3821,7642,Male,41,2023,December,East,36-45,Returning,UPI,Online,2816.6,2008.8
17-12-2023,1061,Laptop,Electronics,2,16312,32624,Female,26,2023,December,West,26-35,Returning,Credit Card,Online,11483.5,9657
18-12-2023,1022,Watch,Accessories,5,37883,189415,Female,52,2023,December,Central,46-60,New,Debit Card,Online,28350.46,47662.72
19-12-2023,1008,Laptop,Electronics,4,48780,195120,Female,37,2023,December,Central,36-45,New,Cash,Online,32757.39,64090.43
19-12-2023,1011,Mobile,Electronics,5,13646,68230,Male,54,2023,December,North,46-60,New,UPI,Online,10106.07,17699.64
20-12-2023,1000,Clothes,Fashion,1,14154,14154,Male,59,2023,December,East,46-60,New,Debit Card,Offline,11184.85,2969.15
21-12-2023,1057,Laptop,Electronics,4,36320,145280,Female,34,2023,December,South,26-35,Returning,Debit Card,Offline,25658.01,42647.97
22-12-2023,1000,Bag,Accessories,3,1226,3678,Female,64,2023,December,East,60+,New,UPI,Online,848.1,1133.7
22-12-2023,1033,Laptop,Electronics,1,4260,4260,Male,48,2023,December,Central,46-60,New,Cash,Offline,2663.09,1596.91
23-12-2023,1095,Watch,Accessories,1,22690,22690,Male,25,2023,December,West,18-25,New,Cash,Online,17813,4877
24-12-2023,1047,Watch,Accessories,3,2375,7125,Female,32,2023,December,South,26-35,Returning,Debit Card,Offline,1805.77,1707.69
25-12-2023,1088,Headphones,Electronics,1,23877,23877,Male,48,2023,December,North,46-60,New,Debit Card,Offline,15775,8102
25-12-2023,1000,Watch,Accessories,4,47237,188948,Male,47,2023,December,South,46-60,Returning,Debit Card,Online,30598.14,66555.42
26-12-2023,1015,Shoes,Fashion,5,4533,22665,Female,63,2023,December,North,60+,New,Cash,Offline,3010.86,7610.72
27-12-2023,1060,Mobile,Electronics,1,38711,38711,Male,37,2023,December,South,36-45,New,Cash,Online,28500.26,10210.74
27-12-2023,1063,Mobile,Electronics,4,17873,71492,Female,56,2023,December,North,46-60,New,Credit Card,Online,11307.02,26263.93
28-12-2023,1062,Clothes,Fashion,2,4244,8488,Male,29,2023,December,North,26-35,New,Credit Card,Online,3104.18,2279.63
29-12-2023,1068,Clothes,Fashion,4,25495,101980,Female,34,2023,December,South,26-35,Returning,Debit Card,Online,16012.53,37929.86
30-12-2023,1021,Mobile,Electronics,5,17477,87385,Male,59,2023,December,South,46-60,Returning,Credit Card,Offline,11452.85,30120.74
30-12-2023,1092,Bag,Accessories,4,32902,131608,Female,47,2023,December,North,46-60,New,Debit Card,Online,20039.22,51451.13
31-12-2023,1066,Clothes,Fashion,3,35042,105126,Female,46,2023,December,Central,46-60,Returning,Credit Card,Offline,27234.19,23423.43
01-01-2024,1075,Headphones,Electronics,5,11151,55755,Female,36,2024,January,South,36-45,New,Credit Card,Online,8347.51,14017.46
02-01-2024,1025,Watch,Accessories,2,34203,68406,Female,63,2024,January,East,60+,Returning,UPI,Online,21605.77,25194.46
02-01-2024,1015,Mobile,Electronics,3,13895,41685,Male,28,2024,January,West,26-35,Returning,Credit Card,Online,9542.49,13057.53
03-01-2024,1050,Clothes,Fashion,4,30308,121232,Male,51,2024,January,North,46-60,Returning,Debit Card,Offline,23835.66,25889.37
04-01-2024,1085,Mobile,Electronics,5,37076,185380,Female,24,2024,January,North,18-25,Returning,UPI,Offline,22442.41,73167.97
05-01-2024,1056,Shoes,Fashion,2,17215,34430,Male,61,2024,January,West,60+,New,Cash,Online,12512.27,9405.46
05-01-2024,1028,Laptop,Electronics,3,44909,134727,Male,51,2024,January,Central,46-60,New,Debit Card,Online,28766.04,48428.88
06-01-2024,1077,Watch,Accessories,2,24806,49612,Male,37,2024,January,West,36-45,Returning,Debit Card,Offline,17702.25,14207.5
07-01-2024,1091,Mobile,Electronics,4,19586,78344,Male,55,2024,January,South,46-60,New,Debit Card,Online,13088.5,25990
07-01-2024,1068,Laptop,Electronics,2,14876,29752,Male,41,2024,January,West,36-45,Returning,UPI,Offline,10330.21,9091.58
08-01-2024,1046,Clothes,Fashion,1,6389,6389,Female,27,2024,January,North,26-35,Returning,Debit Card,Offline,4576.82,1812.18
09-01-2024,1093,Laptop,Electronics,3,38322,114966,Female,49,2024,January,West,46-60,New,Credit Card,Offline,25641.94,38040.17
10-01-2024,1061,Watch,Accessories,2,37136,74272,Female,32,2024,January,East,26-35,New,Cash,Online,26035.05,22201.9
10-01-2024,1068,Mobile,Electronics,4,21084,84336,Female,54,2024,January,South,46-60,Returning,Cash,Online,13516.66,30269.36
11-01-2024,1075,Shoes,Fashion,4,49853,199412,Male,37,2024,January,West,36-45,Returning,UPI,Online,37755.86,48388.55
12-01-2024,1015,Bag,Accessories,2,35110,70220,Male,20,2024,January,North,18-25,New,UPI,Online,23588.11,23043.77
13-01-2024,1089,Clothes,Fashion,4,10558,42232,Female,54,2024,January,South,46-60,New,Credit Card,Online,6955.62,14409.52
13-01-2024,1089,Mobile,Electronics,5,9601,48005,Male,57,2024,January,North,46-60,New,Credit Card,Online,6946.6,13271.98
14-01-2024,1047,Watch,Accessories,5,12997,64985,Male,25,2024,January,Central,18-25,Returning,Cash,Offline,8261.59,23677.05
15-01-2024,1084,Clothes,Fashion,5,5158,25790,Female,57,2024,January,East,46-60,Returning,Debit Card,Online,3953.3,6023.49
15-01-2024,1038,Headphones,Electronics,1,11881,11881,Male,61,2024,January,Central,60+,New,Cash,Online,7526.24,4354.76
16-01-2024,1099,Laptop,Electronics,2,40812,81624,Female,40,2024,January,East,36-45,Returning,Credit Card,Online,24759.94,32104.11
17-01-2024,1032,Bag,Accessories,1,40986,40986,Female,57,2024,January,West,46-60,New,Debit Card,Offline,31524.11,9461.89
18-01-2024,1093,Watch,Accessories,4,47119,188476,Male,28,2024,January,South,26-35,New,Debit Card,Offline,33148.14,55883.45
18-01-2024,1022,Headphones,Electronics,1,17654,17654,Male,63,2024,January,West,60+,New,Cash,Online,11213.09,6440.91
19-01-2024,1009,Mobile,Electronics,4,20039,80156,Female,25,2024,January,East,18-25,Returning,Credit Card,Offline,12108.87,31720.51
20-01-2024,1068,Shoes,Fashion,4,12277,49108,Female,46,2024,January,East,46-60,Returning,Credit Card,Online,9012.53,13057.89
21-01-2024,1099,Clothes,Fashion,3,34896,104688,Male,47,2024,January,East,46-60,New,Credit Card,Online,23307.02,34766.95
21-01-2024,1033,Laptop,Electronics,5,30873,154365,Female,27,2024,January,North,26-35,Returning,UPI,Offline,23127.64,38726.82
22-01-2024,1051,Clothes,Fashion,4,33654,134616,Female,56,2024,January,South,46-60,New,Credit Card,Online,22102.84,46204.66
23-01-2024,1094,Bag,Accessories,3,6531,19593,Female,45,2024,January,West,36-45,Returning,Debit Card,Offline,4315.34,6646.99
24-01-2024,1009,Mobile,Electronics,5,28497,142485,Male,53,2024,January,West,46-60,Returning,Cash,Offline,17774.14,53614.31
24-01-2024,1018,Clothes,Fashion,4,6939,27756,Female,30,2024,January,Central,26-35,New,Credit Card,Offline,4316.31,10490.76
25-01-2024,1057,Laptop,Electronics,4,23285,93140,Male,49,2024,January,East,46-60,New,Credit Card,Online,16415,27480.01
26-01-2024,1095,Mobile,Electronics,1,13892,13892,Female,53,2024,January,East,46-60,Returning,Cash,Online,9604.09,4287.91
26-01-2024,1000,Clothes,Fashion,1,29169,29169,Male,54,2024,January,East,46-60,Returning,Debit Card,Offline,20762.64,8406.36
27-01-2024,1068,Shoes,Fashion,5,29439,147195,Female,43,2024,January,West,36-45,Returning,UPI,Online,20337.2,45509
28-01-2024,1003,Watch,Accessories,4,2782,11128,Male,39,2024,January,Central,36-45,Returning,Debit Card,Online,2161.67,2481.32
29-01-2024,1015,Mobile,Electronics,2,35124,70248,Male,21,2024,January,North,18-25,New,UPI,Online,25894.19,18459.63
29-01-2024,1023,Watch,Accessories,1,48938,48938,Male,48,2024,January,South,46-60,Returning,Cash,Online,34478.55,14459.45
30-01-2024,1079,Mobile,Electronics,5,24864,124320,Female,35,2024,January,North,26-35,Returning,Debit Card,Online,17964.99,34495.07
31-01-2024,1001,Shoes,Fashion,4,2498,9992,Female,55,2024,January,West,46-60,Returning,Cash,Online,1662.46,3342.14
01-02-2024,1091,Watch,Accessories,4,32205,128820,Female,41,2024,February,East,36-45,Returning,UPI,Online,25058.15,28587.39
01-02-2024,1031,Headphones,Electronics,2,38744,77488,Male,40,2024,February,South,36-45,New,Debit Card,Online,24984.66,27518.69
02-02-2024,1090,Laptop,Electronics,5,9928,49640,Female,39,2024,February,West,36-45,Returning,Credit Card,Offline,6903.98,15120.11
03-02-2024,1083,Headphones,Electronics,4,37937,151748,Male,19,2024,February,West,18-25,New,Debit Card,Online,29907.95,32116.19
03-02-2024,1023,Clothes,Fashion,1,12836,12836,Female,48,2024,February,West,46-60,New,UPI,Offline,10117.27,2718.73
04-02-2024,1011,Shoes,Fashion,2,9842,19684,Male,28,2024,February,South,26-35,Returning,UPI,Online,7251.77,5180.47
05-02-2024,1049,Headphones,Electronics,5,40332,201660,Male,45,2024,February,South,36-45,Returning,UPI,Offline,29340.2,54959.01
06-02-2024,1034,Mobile,Electronics,2,7946,15892,Male,63,2024,February,Central,60+,Returning,Credit Card,Offline,5219,5454.01
06-02-2024,1032,Clothes,Fashion,1,38892,38892,Female,49,2024,February,Central,46-60,Returning,Credit Card,Offline,29168.5,9723.5
07-02-2024,1032,Clothes,Fashion,5,7961,39805,Female,22,2024,February,North,18-25,New,Cash,Online,5307.7,13266.51
08-02-2024,1060,Headphones,Electronics,2,35087,70174,Female,55,2024,February,South,46-60,New,UPI,Offline,24810.17,20553.65
09-02-2024,1050,Headphones,Electronics,3,11016,33048,Male,27,2024,February,South,26-35,Returning,Debit Card,Online,8656.36,7078.91
09-02-2024,1042,Shoes,Fashion,1,14249,14249,Male,57,2024,February,South,46-60,New,Debit Card,Online,9915.96,4333.04
10-02-2024,1011,Laptop,Electronics,1,18014,18014,Female,63,2024,February,Central,60+,Returning,Cash,Online,13386.6,4627.4
11-02-2024,1066,Headphones,Electronics,1,35926,35926,Female,41,2024,February,West,36-45,Returning,Cash,Online,25619.24,10306.76
12-02-2024,1064,Bag,Accessories,3,36768,110304,Female,52,2024,February,East,46-60,New,UPI,Offline,28900.54,23602.37
12-02-2024,1032,Headphones,Electronics,3,25450,76350,Male,61,2024,February,Central,60+,New,Credit Card,Offline,17553.68,23688.97
13-02-2024,1039,Watch,Accessories,4,35388,141552,Male,40,2024,February,South,36-45,New,UPI,Online,21750.41,54550.35
14-02-2024,1073,Mobile,Electronics,2,37288,74576,Male,34,2024,February,Central,26-35,New,UPI,Online,25071.35,24433.29
14-02-2024,1042,Bag,Accessories,4,10713,42852,Male,18,2024,February,North,18-25,Returning,UPI,Offline,7439.92,13092.33
15-02-2024,1043,Bag,Accessories,2,36527,73054,Male,48,2024,February,South,46-60,New,Debit Card,Online,23438.68,26176.65
16-02-2024,1028,Watch,Accessories,3,28511,85533,Female,48,2024,February,North,46-60,Returning,Cash,Offline,21998.82,19536.54
17-02-2024,1012,Watch,Accessories,3,43349,130047,Male,59,2024,February,South,46-60,New,Debit Card,Offline,30286.45,39187.64
17-02-2024,1011,Clothes,Fashion,4,35091,140364,Male,59,2024,February,Central,46-60,Returning,Credit Card,Online,23649.51,45765.97
18-02-2024,1094,Laptop,Electronics,5,18358,91790,Male,51,2024,February,West,46-60,Returning,Debit Card,Offline,11370.85,34935.73
19-02-2024,1045,Mobile,Electronics,4,19126,76504,Male,26,2024,February,East,26-35,New,Cash,Offline,14283.59,19369.63
20-02-2024,1001,Shoes,Fashion,2,13967,27934,Male,39,2024,February,North,36-45,New,Cash,Offline,10717.71,6498.57
20-02-2024,1034,Bag,Accessories,4,40258,161032,Female,30,2024,February,Central,26-35,Returning,Credit Card,Online,24762.7,61981.19
21-02-2024,1086,Shoes,Fashion,1,3634,3634,Male,42,2024,February,West,36-45,New,Cash,Online,2888.06,745.94
22-02-2024,1080,Headphones,Electronics,2,17243,34486,Male,35,2024,February,Central,26-35,Returning,Cash,Online,12402.28,9681.44
22-02-2024,1089,Headphones,Electronics,2,15934,31868,Male,29,2024,February,North,26-35,Returning,Cash,Offline,10852.72,10162.56
23-02-2024,1007,Shoes,Fashion,5,48275,241375,Female,57,2024,February,East,46-60,Returning,Debit Card,Online,32361.95,79565.25
24-02-2024,1092,Headphones,Electronics,3,10733,32199,Female,34,2024,February,Central,26-35,Returning,Cash,Online,8419.33,6941.02
25-02-2024,1025,Laptop,Electronics,2,49646,99292,Female,32,2024,February,South,26-35,Returning,Cash,Offline,33901.61,31488.78
25-02-2024,1073,Watch,Accessories,3,1641,4923,Male,59,2024,February,West,46-60,Returning,UPI,Offline,1196.63,1333.11
26-02-2024,1089,Headphones,Electronics,4,18519,74076,Female,32,2024,February,Central,26-35,Returning,UPI,Offline,12452.18,24267.3
27-02-2024,1033,Clothes,Fashion,1,20884,20884,Male,32,2024,February,West,26-35,New,Credit Card,Offline,16585.72,4298.28
28-02-2024,1006,Headphones,Electronics,5,43403,217015,Male,56,2024,February,South,46-60,Returning,UPI,Offline,27862.75,77701.23
28-02-2024,1067,Mobile,Electronics,3,46234,138702,Female,30,2024,February,East,26-35,New,Credit Card,Online,35904.68,30987.97
29-02-2024,1057,Laptop,Electronics,2,36629,73258,Male,34,2024,February,East,26-35,Returning,UPI,Offline,26326.79,20604.41
01-03-2024,1074,Mobile,Electronics,3,23467,70401,Male,49,2024,March,South,46-60,New,Cash,Offline,17703.83,17289.52
02-03-2024,1028,Mobile,Electronics,2,41103,82206,Male,26,2024,March,West,26-35,New,UPI,Online,27050.42,28105.16
02-03-2024,1035,Clothes,Fashion,3,11672,35016,Female,57,2024,March,Central,46-60,New,Credit Card,Online,7280.59,13174.23
03-03-2024,1088,Laptop,Electronics,2,16890,33780,Male,37,2024,March,South,36-45,Returning,Cash,Online,12549.84,8680.32
04-03-2024,1020,Laptop,Electronics,4,3767,15068,Male,43,2024,March,North,36-45,Returning,UPI,Offline,2848.33,3674.68
04-03-2024,1035,Laptop,Electronics,2,39832,79664,Female,44,2024,March,West,36-45,New,Debit Card,Online,26016.18,27631.65
05-03-2024,1009,Laptop,Electronics,2,26667,53334,Male,38,2024,March,East,36-45,New,Credit Card,Offline,20099.64,13134.72
06-03-2024,1072,Laptop,Electronics,1,21812,21812,Male,35,2024,March,South,26-35,New,Credit Card,Online,16373.18,5438.82
07-03-2024,1023,Clothes,Fashion,2,28340,56680,Female,30,2024,March,East,26-35,New,Cash,Offline,18816.19,19047.62
07-03-2024,1063,Headphones,Electronics,1,19490,19490,Male,33,2024,March,West,26-35,Returning,UPI,Online,13202.6,6287.4
08-03-2024,1098,Mobile,Electronics,5,44679,223395,Male,26,2024,March,East,26-35,New,Debit Card,Offline,30612.25,70333.73
09-03-2024,1048,Laptop,Electronics,1,6406,6406,Male,29,2024,March,South,26-35,New,Cash,Online,4230.46,2175.54
10-03-2024,1098,Bag,Accessories,4,49296,197184,Male,61,2024,March,West,60+,New,Credit Card,Offline,38350.38,43782.47
10-03-2024,1035,Headphones,Electronics,1,40879,40879,Male,55,2024,March,North,46-60,Returning,Credit Card,Offline,30885.43,9993.57
11-03-2024,1081,Headphones,Electronics,5,17797,88985,Female,36,2024,March,South,36-45,New,Debit Card,Online,13628.78,20841.1
12-03-2024,1095,Mobile,Electronics,4,2511,10044,Female,24,2024,March,Central,18-25,New,UPI,Offline,1800.93,2840.27
12-03-2024,1023,Clothes,Fashion,3,44514,133542,Female,52,2024,March,South,46-60,New,UPI,Offline,29539.83,44922.5
13-03-2024,1022,Shoes,Fashion,3,47058,141174,Female,35,2024,March,West,26-35,Returning,Debit Card,Offline,35928.72,33387.83
14-03-2024,1061,Shoes,Fashion,1,12238,12238,Male,33,2024,March,South,26-35,New,UPI,Offline,9368.88,2869.12
15-03-2024,1095,Headphones,Electronics,1,29297,29297,Male,56,2024,March,North,46-60,Returning,Debit Card,Offline,19579.1,9717.9
15-03-2024,1036,Watch,Accessories,5,47998,239990,Male,21,2024,March,North,18-25,New,Cash,Online,37212.03,53929.85
16-03-2024,1011,Watch,Accessories,5,11620,58100,Male,42,2024,March,Central,36-45,Returning,Credit Card,Offline,8596.1,15119.48
17-03-2024,1054,Mobile,Electronics,2,9267,18534,Male,49,2024,March,East,46-60,New,Debit Card,Offline,6262.66,6008.68
18-03-2024,1012,Shoes,Fashion,5,23352,116760,Female,57,2024,March,West,46-60,New,Cash,Online,15966.99,36925.06
18-03-2024,1022,Headphones,Electronics,2,14203,28406,Female,30,2024,March,West,26-35,Returning,Debit Card,Online,11212.89,5980.22
19-03-2024,1088,Clothes,Fashion,4,1429,5716,Male,62,2024,March,East,60+,New,Cash,Online,900.43,2114.27
20-03-2024,1098,Shoes,Fashion,1,12451,12451,Male,34,2024,March,North,26-35,New,Credit Card,Online,9203.32,3247.68
21-03-2024,1029,Headphones,Electronics,4,26539,106156,Male,54,2024,March,North,46-60,New,Debit Card,Offline,18282.44,33026.22
21-03-2024,1016,Headphones,Electronics,5,49113,245565,Female,23,2024,March,South,18-25,Returning,Debit Card,Online,37811.34,56508.31
22-03-2024,1061,Laptop,Electronics,4,30004,120016,Male,36,2024,March,Central,36-45,Returning,Cash,Offline,19128.07,43503.74
23-03-2024,1083,Clothes,Fashion,4,17938,71752,Male,30,2024,March,Central,26-35,Returning,Debit Card,Online,12637.1,21203.61
23-03-2024,1088,Laptop,Electronics,4,49015,196060,Male,43,2024,March,Central,36-45,Returning,Credit Card,Offline,38328.56,42745.76
24-03-2024,1085,Mobile,Electronics,5,6244,31220,Female,31,2024,March,South,26-35,New,Credit Card,Offline,4333.07,9554.67
25-03-2024,1012,Laptop,Electronics,4,18784,75136,Male,48,2024,March,Central,46-60,New,UPI,Offline,13878.26,19622.97
26-03-2024,1058,Bag,Accessories,2,42917,85834,Female,21,2024,March,East,18-25,Returning,UPI,Online,32776.05,20281.91
26-03-2024,1018,Laptop,Electronics,5,40248,201240,Female,56,2024,March,South,46-60,Returning,Credit Card,Online,30451.5,48982.48
27-03-2024,1048,Bag,Accessories,4,7569,30276,Female,25,2024,March,East,18-25,Returning,Debit Card,Online,5662.37,7626.51
28-03-2024,1099,Shoes,Fashion,5,42859,214295,Female,42,2024,March,South,36-45,Returning,UPI,Offline,29032.51,69132.46
29-03-2024,1011,Watch,Accessories,3,20299,60897,Female,30,2024,March,Central,26-35,New,Credit Card,Online,13583.84,20145.49
29-03-2024,1060,Headphones,Electronics,2,33710,67420,Female,49,2024,March,East,46-60,Returning,Cash,Online,21232.16,24955.67
30-03-2024,1018,Bag,Accessories,4,28726,114904,Male,55,2024,March,East,46-60,New,Debit Card,Offline,20560.06,32663.76
31-03-2024,1075,Clothes,Fashion,3,5152,15456,Male,55,2024,March,East,46-60,Returning,UPI,Offline,3817.93,4002.22
31-03-2024,1008,Laptop,Electronics,3,24823,74469,Male,45,2024,March,South,36-45,Returning,Debit Card,Offline,19660,15489.01
01-04-2024,1070,Bag,Accessories,5,42638,213190,Female,47,2024,April,West,46-60,Returning,UPI,Online,28232.88,72025.6
02-04-2024,1027,Clothes,Fashion,3,8097,24291,Male,20,2024,April,Central,18-25,Returning,Credit Card,Offline,5949.3,6443.11
03-04-2024,1077,Watch,Accessories,2,47593,95186,Female,45,2024,April,East,36-45,New,Debit Card,Online,28717.09,37751.82
03-04-2024,1094,Watch,Accessories,2,37726,75452,Female,20,2024,April,West,18-25,New,Credit Card,Online,24870.08,25711.84
04-04-2024,1051,Laptop,Electronics,1,7091,7091,Female,62,2024,April,Central,60+,Returning,UPI,Offline,5594.29,1496.71
05-04-2024,1082,Mobile,Electronics,2,49614,99228,Male,51,2024,April,Central,46-60,New,UPI,Offline,30032.68,39162.63
06-04-2024,1015,Laptop,Electronics,3,26333,78999,Female,33,2024,April,East,26-35,New,Credit Card,Offline,16825.75,28521.74
06-04-2024,1068,Shoes,Fashion,2,12326,24652,Female,39,2024,April,East,36-45,Returning,UPI,Online,8872.54,6906.91
07-04-2024,1098,Bag,Accessories,5,26917,134585,Male,49,2024,April,South,46-60,New,Credit Card,Offline,18631.01,41429.93
08-04-2024,1011,Headphones,Electronics,1,19193,19193,Male,55,2024,April,West,46-60,Returning,Cash,Offline,12648.73,6544.27
09-04-2024,1024,Mobile,Electronics,3,14638,43914,Female,25,2024,April,West,18-25,Returning,Debit Card,Online,10900.97,11211.08
